sent_id	token_id	form	upos
59	14	tagidan	NOUN
59	15	Hisoblansa	VERB
59	16	,	PUNCT
59	17	harakatdagi	NOUN
59	18	eng	ADV
59	19	baland	ADJ
59	20	vulqoni	NOUN
59	21	bor	MOD
59	22	,	PUNCT
59	23	zaharli	ADJ
59	24	ilonlari	NOUN
59	25	,	PUNCT
59	26	yirtqichlari	NOUN
59	27	va	CCONJ
59	28	yirik	ADJ
59	29	sutemizuvchi	NOUN
59	30	hayvonlari	NOUN
59	31	yo‘q	MOD
59	32	.	PUNCT
60	1	Deyarli	ADJ
60	2	barcha	PRON
60	3	orollar	NOUN
60	4	ekvatorial	ADJ
60	5	,	PUNCT
60	6	subekvatorial	ADJ
60	7	va	CCONJ
60	8	tropik	ADJ
60	9	iqlim	NOUN
60	10	mintaqalarida	NOUN
60	11	joylashgan	VERB
60	12	.	PUNCT
61	1	Faqat	PART
61	2	Yangi+Zelandiya	PROPN
61	3	va	CCONJ
61	4	Unga	PRON
61	5	yaqin+bo‘lgan	VERB
61	6	orollar	NOUN
61	7	subtropik	ADJ
61	8	va	CCONJ
61	9	mo‘tadil	ADJ
61	10	iqlim	NOUN
61	11	mintaqalariga	NOUN
61	12	to‘g‘ri+keladi	VERB
61	13	.	PUNCT
62	1	Bir	NUM
62	2	yilda	NOUN
62	3	faqat	PART
62	4	bir	NUM
62	5	marta	NOUN
62	6	kuzatiladi	VERB
62	7	,	PUNCT
62	8	Yer	NOUN
62	9	yuzidagi	NOUN
62	10	eng	ADV
62	11	kuchli	ADJ
62	12	shamol	NOUN
62	13	shu+yerga	ADV
62	14	xos	ADJ
62	15	,	PUNCT
62	16	chuchuk	ADJ
62	17	suv	NOUN
62	18	zaxirasi	NOUN
62	19	bo‘yicha	ADP
62	20	80	NUM
62	21	foiz	NOUN
62	22	Yagona	ADJ
62	23	materik	NOUN
62	24	,	PUNCT
62	25	o‘simlik	NOUN
62	26	va	CCONJ
62	27	hayvonot	NOUN
62	28	olamida	NOUN
62	29	eng	ADV
62	30	kambag‘al	ADJ
62	31	,	PUNCT
63	1	Muzsiz	ADJ
63	2	zaminning	NOUN
63	3	cho‘kmasi	NOUN
63	4	bo‘yicha	ADP
63	5	birinchi	NUM
63	6	o‘rinda	NOUN
63	7	2555	NUM
63	8	m	SYM
63	9	,	PUNCT
64	1	Yagona	ADJ
64	2	yirik	ADJ
64	3	yarimoroli	NOUN
64	4	bor	MOD
64	5	.	PUNCT
65	1	Materikning	NOUN
65	2	geografik	ADJ
65	3	o‘rni	NOUN
65	4	va	CCONJ
65	5	muz	NOUN
65	6	-	SYM
65	7	qor	NOUN
65	8	bilan	ADP
65	9	qoplanganligi	NOUN
65	10	o‘ziga+xos	ADJ
65	11	iqlim	NOUN
65	12	xususiyatlarini	NOUN
65	13	keltirib+chiqargan	VERB
65	14	.	PUNCT
66	1	Materik	NOUN
66	2	ichkarisida	NOUN
66	3	sovuq	ADJ
66	4	va	CCONJ
66	5	quruq	ADJ
66	6	antarktida	NOUN
66	7	havo	NOUN
66	8	massalari	NOUN
66	9	antisiklon	ADJ
66	10	shakllanadi	VERB
66	11	.	PUNCT
67	1	Dunyodagi	NOUN
67	2	eng	ADV
67	3	uzun	ADJ
67	4	va	CCONJ
67	5	eng	ADV
67	6	sersuv	ADJ
67	7	Daryosi	NOUN
67	8	,	PUNCT
67	9	eng	ADV
67	10	baland	ADJ
67	11	va	CCONJ
67	12	eng	ADV
67	13	keng	ADJ
67	14	sharsharasi	NOUN
67	15	,	PUNCT
67	16	eng	ADV
67	17	katta	ADJ
67	18	iloni	NOUN
67	19	,	PUNCT
67	20	eng	ADV
67	21	mitti	ADJ
67	22	„	PUNCT
67	23	odamxo‘r	ADJ
67	24	“	PUNCT
67	25	balig‘I	NOUN
67	26	,	PUNCT
67	27	eng	ADV
67	28	uzun	ADJ
67	29	tog‘I	NOUN
67	30	,	PUNCT
67	31	eng	ADV
67	32	katta	ADJ
67	33	daryo	NOUN
67	34	Havzasi	NOUN
67	35	,	PUNCT
67	36	eng	ADV
67	37	balandda	ADJ
67	38	joylashgan	VERB
67	39	chuchuk	ADJ
67	40	suvli	ADJ
67	41	katta	ADJ
67	42	ko‘li	NOUN
67	43	,	PUNCT
67	44	eng	ADV
67	45	baland	ADJ
67	46	harakatdagi	NOUN
67	47	vulqoni	NOUN
67	48	,	PUNCT
67	49	eng	ADV
67	50	qalin	ADJ
67	51	Amazoniya	NOUN
67	52	o‘rmonlari	NOUN
67	53	—	PUNCT
67	54	sayyoramiz	NOUN
67	55	o‘pkasi	NOUN
67	56	bor	MOD
67	57	.	PUNCT
68	1	Janubiy+Amerika	PROPN
68	2	iqliminingtarkib+topishida	VERB
68	3	Quyosh	NOUN
68	4	radiatsiyasi	NOUN
68	5	,	PUNCT
68	6	relyef	NOUN
68	7	,	PUNCT
68	8	havo	NOUN
68	9	massalari	NOUN
68	10	,	PUNCT
68	11	okean	NOUN
68	12	oqimlari	NOUN
68	13	muhim	ADJ
68	14	Rol	NOUN
68	15	o‘ynaydi	VERB
68	16	.	PUNCT
69	1	Materik	NOUN
69	2	oltita	NUM
69	3	iqlim	NOUN
69	4	mintaqasida	NOUN
69	5	joylashgan	VERB
69	6	.	PUNCT
70	1	Materikda	NOUN
70	2	kenglik	NOUN
70	3	va	CCONJ
70	4	balandlik	NOUN
70	5	tabiat	NOUN
70	6	zonalligi	NOUN
70	7	kuzatiladi	VERB
70	8	.	PUNCT
71	1	Uning	PRON
71	2	tekislik	NOUN
71	3	qismida	NOUN
71	4	ekvatorial	ADJ
71	5	,	PUNCT
71	6	subekvatorial	ADJ
71	7	o‘rmonlar	NOUN
71	8	,	PUNCT
71	9	savannalar	NOUN
71	10	,	PUNCT
71	11	dasht	NOUN
71	12	,	PUNCT
71	13	chalacho‘l	NOUN
71	14	,	PUNCT
71	15	cho‘l	NOUN
71	16	va	CCONJ
71	17	keng	ADJ
71	18	bargli	ADJ
71	19	o‘rmonlar	NOUN
71	20	zonalari	NOUN
71	21	shakllangan	VERB
71	22	.	PUNCT
72	1	Janubiy+Amerika	PROPN
72	2	relyefidagi	NOUN
72	3	tafovutlariga	NOUN
72	4	ko‘ra	ADP
72	5	ikkata	NUM
72	6	yirik	ADJ
72	7	Tabiiy	ADJ
72	8	geografik	ADJ
72	9	o‘lkaga	NOUN
72	10	ajratilgan	VERB
72	11	—	PUNCT
72	12	Tog‘li	ADJ
72	13	G‘arb	NOUN
72	14	va	CCONJ
72	15	Tekislikli	ADJ
72	16	Sharq	NOUN
72	17	.	PUNCT
73	1	O‘lkalar	NOUN
73	2	tabiiy	ADJ
73	3	xususiyatlariga	NOUN
73	4	bir+necha	ADV
